task,horizon,ticker,model,window,date,hyperparameter,candidates,retained,missing_indicators,excluded_low_coverage,excluded_constant,retained_set,intercept_only,train_rows,rank,condition_number,effective_df,nonzero_coefficients,tree_leaves,stage
return,1,ENTG,P3_transform,expanding,2025-05-31,intercept_only,40,40,0,0,0,f80d44d87eb7,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-05-31,intercept_only,69,67,0,2,0,de563c315a02,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-05-31,intercept_only,74,72,0,2,0,daa9a3419559,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-05-31,intercept_only,80,78,0,2,0,11af746edb64,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-05-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-05-31,intercept_only,32,32,0,0,0,ab1631682f56,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-05-31,intercept_only,63,63,0,0,0,d68716e23661,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-05-31,intercept_only,54,52,0,2,0,9053aebc06f3,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-05-31,intercept_only,66,64,0,2,0,55483d1a2c31,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_momentum,expanding,2025-05-31,intercept_only,74,72,0,2,0,a506ce850164,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-05-31,intercept_only,70,68,0,2,0,24e8e9792f85,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-05-31,intercept_only,75,73,0,2,0,d6b1887d818e,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-05-31,intercept_only,74,72,0,2,0,daa9a3419559,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-05-31,intercept_only,83,81,0,2,0,9ff7e15e30d8,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-05-31,intercept_only,76,74,0,2,0,a8d6c1699154,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-05-31,intercept_only,80,78,0,2,0,11af746edb64,True,84,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-05-31,intercept_only,6,6,0,0,0,580c0de17c4f,True,113,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-05-31,intercept_only,80,78,0,2,0,11af746edb64,True,113,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-05-31,intercept_only,80,78,0,2,0,11af746edb64,True,113,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2025-06-30,0,6,6,0,0,0,580c0de17c4f,False,114,6,1.5708603185920915,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2025-06-30,100.0,6,6,0,0,0,580c0de17c4f,False,114,6,1.5708603185920915,0.0593597036406794,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2025-06-30,0,7,7,0,0,0,c5d188be54d6,False,114,7,2.7054904416594603,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,boost_full,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag1,expanding,2025-06-30,intercept_only,10,10,0,0,0,3f159deb122a,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag3,expanding,2025-06-30,intercept_only,16,16,0,0,0,5c126f2089c6,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ar1,expanding,2025-06-30,0,1,1,0,0,0,3d8797b64536,False,114,1,1.0,1.0,1,,specifications_return_ENTG
return,1,ENTG,core_ridge_financial_ext,expanding,2025-06-30,intercept_only,8,8,0,0,0,f02eb952d10a,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols_financial_ext,expanding,2025-06-30,0,8,8,1,0,0,f02eb952d10a,False,114,9,10.35284507578832,9.0,9,,specifications_return_ENTG
return,1,ENTG,A1_market,expanding,2025-06-30,intercept_only,14,12,0,2,0,406d5eb3e717,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A2_financial,expanding,2025-06-30,intercept_only,36,34,0,2,0,8b0f344105f8,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A3_valuation,expanding,2025-06-30,intercept_only,46,44,0,2,0,dfeeaf714ab1,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A4_momentum,expanding,2025-06-30,intercept_only,52,50,0,2,0,9f64289edc4d,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A5_risk,expanding,2025-06-30,intercept_only,62,60,0,2,0,705efbc9c255,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A6_industry,expanding,2025-06-30,intercept_only,66,64,0,2,0,c22a7e5d0e1c,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A7_business,expanding,2025-06-30,intercept_only,72,70,0,2,0,efc6e66b1e58,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A8_transform,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A9_interaction,expanding,2025-06-30,intercept_only,82,80,0,2,0,b53b645789aa,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P1_financial,expanding,2025-06-30,intercept_only,22,22,0,0,0,4795f2cae77f,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P2_valuation,expanding,2025-06-30,intercept_only,32,32,0,0,0,ab1631682f56,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P3_transform,expanding,2025-06-30,intercept_only,40,40,0,0,0,f80d44d87eb7,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-06-30,intercept_only,69,67,0,2,0,de563c315a02,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-06-30,intercept_only,74,72,0,2,0,daa9a3419559,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-06-30,intercept_only,22,22,0,0,0,4795f2cae77f,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-06-30,intercept_only,32,32,0,0,0,ab1631682f56,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-06-30,intercept_only,63,63,0,0,0,d68716e23661,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-06-30,intercept_only,54,52,0,2,0,9053aebc06f3,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-06-30,intercept_only,66,64,0,2,0,55483d1a2c31,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_momentum,expanding,2025-06-30,intercept_only,74,72,0,2,0,a506ce850164,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-06-30,intercept_only,70,68,0,2,0,24e8e9792f85,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-06-30,intercept_only,75,73,0,2,0,d6b1887d818e,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-06-30,intercept_only,74,72,0,2,0,daa9a3419559,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-06-30,intercept_only,83,81,0,2,0,9ff7e15e30d8,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-06-30,intercept_only,76,74,0,2,0,a8d6c1699154,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,84,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-06-30,intercept_only,6,6,0,0,0,580c0de17c4f,True,114,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-06-30,intercept_only,80,78,0,2,0,11af746edb64,True,114,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2025-07-31,0,6,6,0,0,0,580c0de17c4f,False,115,6,1.574047817576082,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2025-07-31,100.0,6,6,0,0,0,580c0de17c4f,False,115,6,1.574047817576082,0.0593591209771518,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2025-07-31,0,7,7,0,0,0,c5d188be54d6,False,115,7,2.744462408211261,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,boost_full,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag1,expanding,2025-07-31,intercept_only,10,10,0,0,0,3f159deb122a,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag3,expanding,2025-07-31,intercept_only,16,16,0,0,0,5c126f2089c6,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ar1,expanding,2025-07-31,0,1,1,0,0,0,3d8797b64536,False,115,1,1.0,1.0,1,,specifications_return_ENTG
return,1,ENTG,core_ridge_financial_ext,expanding,2025-07-31,intercept_only,8,8,0,0,0,f02eb952d10a,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols_financial_ext,expanding,2025-07-31,0,8,8,1,0,0,f02eb952d10a,False,115,9,10.399067636504524,9.0,9,,specifications_return_ENTG
return,1,ENTG,A1_market,expanding,2025-07-31,intercept_only,14,12,0,2,0,406d5eb3e717,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A2_financial,expanding,2025-07-31,intercept_only,36,34,0,2,0,8b0f344105f8,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A3_valuation,expanding,2025-07-31,intercept_only,46,44,0,2,0,dfeeaf714ab1,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A4_momentum,expanding,2025-07-31,intercept_only,52,50,0,2,0,9f64289edc4d,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A5_risk,expanding,2025-07-31,intercept_only,62,60,0,2,0,705efbc9c255,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A6_industry,expanding,2025-07-31,intercept_only,66,64,0,2,0,c22a7e5d0e1c,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A7_business,expanding,2025-07-31,intercept_only,72,70,0,2,0,efc6e66b1e58,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A8_transform,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A9_interaction,expanding,2025-07-31,intercept_only,82,80,0,2,0,b53b645789aa,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P1_financial,expanding,2025-07-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P2_valuation,expanding,2025-07-31,intercept_only,32,32,0,0,0,ab1631682f56,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P3_transform,expanding,2025-07-31,intercept_only,40,40,0,0,0,f80d44d87eb7,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-07-31,intercept_only,69,67,0,2,0,de563c315a02,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-07-31,intercept_only,74,72,0,2,0,daa9a3419559,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-07-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-07-31,intercept_only,32,32,0,0,0,ab1631682f56,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-07-31,intercept_only,63,63,0,0,0,d68716e23661,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-07-31,intercept_only,54,52,0,2,0,9053aebc06f3,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-07-31,intercept_only,66,64,0,2,0,55483d1a2c31,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_momentum,expanding,2025-07-31,intercept_only,74,72,0,2,0,a506ce850164,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-07-31,intercept_only,70,68,0,2,0,24e8e9792f85,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-07-31,intercept_only,75,73,0,2,0,d6b1887d818e,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-07-31,intercept_only,74,72,0,2,0,daa9a3419559,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-07-31,intercept_only,83,81,0,2,0,9ff7e15e30d8,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-07-31,intercept_only,76,74,0,2,0,a8d6c1699154,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,84,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-07-31,intercept_only,6,6,0,0,0,580c0de17c4f,True,115,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-07-31,intercept_only,80,78,0,2,0,11af746edb64,True,115,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2025-08-31,0,6,6,0,0,0,580c0de17c4f,False,116,6,1.5736516912396992,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2025-08-31,100.0,6,6,0,0,0,580c0de17c4f,False,116,6,1.5736516912396992,0.0593596850403023,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2025-08-31,0,7,7,0,0,0,c5d188be54d6,False,116,7,2.7427236636593446,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,boost_full,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag1,expanding,2025-08-31,intercept_only,10,10,0,0,0,3f159deb122a,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag3,expanding,2025-08-31,intercept_only,16,16,0,0,0,5c126f2089c6,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ar1,expanding,2025-08-31,0,1,1,0,0,0,3d8797b64536,False,116,1,1.0,1.0,1,,specifications_return_ENTG
return,1,ENTG,core_ridge_financial_ext,expanding,2025-08-31,intercept_only,8,8,0,0,0,f02eb952d10a,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols_financial_ext,expanding,2025-08-31,0,8,8,1,0,0,f02eb952d10a,False,116,9,10.44293917522221,9.0,9,,specifications_return_ENTG
return,1,ENTG,A1_market,expanding,2025-08-31,intercept_only,14,12,0,2,0,406d5eb3e717,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A2_financial,expanding,2025-08-31,intercept_only,36,34,0,2,0,8b0f344105f8,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A3_valuation,expanding,2025-08-31,intercept_only,46,44,0,2,0,dfeeaf714ab1,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A4_momentum,expanding,2025-08-31,intercept_only,52,50,0,2,0,9f64289edc4d,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A5_risk,expanding,2025-08-31,intercept_only,62,60,0,2,0,705efbc9c255,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A6_industry,expanding,2025-08-31,intercept_only,66,64,0,2,0,c22a7e5d0e1c,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A7_business,expanding,2025-08-31,intercept_only,72,70,0,2,0,efc6e66b1e58,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A8_transform,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A9_interaction,expanding,2025-08-31,intercept_only,82,80,0,2,0,b53b645789aa,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P1_financial,expanding,2025-08-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P2_valuation,expanding,2025-08-31,intercept_only,32,32,0,0,0,ab1631682f56,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P3_transform,expanding,2025-08-31,intercept_only,40,40,0,0,0,f80d44d87eb7,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-08-31,intercept_only,69,67,0,2,0,de563c315a02,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-08-31,intercept_only,74,72,0,2,0,daa9a3419559,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-08-31,intercept_only,22,22,0,0,0,4795f2cae77f,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-08-31,intercept_only,32,32,0,0,0,ab1631682f56,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-08-31,intercept_only,63,63,0,0,0,d68716e23661,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-08-31,intercept_only,54,52,0,2,0,9053aebc06f3,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-08-31,intercept_only,66,64,0,2,0,55483d1a2c31,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_momentum,expanding,2025-08-31,intercept_only,74,72,0,2,0,a506ce850164,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_risk,expanding,2025-08-31,intercept_only,70,68,0,2,0,24e8e9792f85,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_industry,expanding,2025-08-31,intercept_only,75,73,0,2,0,d6b1887d818e,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_business,expanding,2025-08-31,intercept_only,74,72,0,2,0,daa9a3419559,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,claims_proxy_sensitivity,expanding,2025-08-31,intercept_only,83,81,0,2,0,9ff7e15e30d8,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_equity_inputs,expanding,2025-08-31,intercept_only,76,74,0,2,0,a8d6c1699154,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ridge_rolling84,rolling84,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,84,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,core_ridge,expanding,2025-08-31,intercept_only,6,6,0,0,0,580c0de17c4f,True,116,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,ridge_full,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
market_relative_return,1,ENTG,boost_full,expanding,2025-08-31,intercept_only,80,78,0,2,0,11af746edb64,True,116,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols,expanding,2025-09-30,0,6,6,0,0,0,580c0de17c4f,False,117,6,1.5742388386340436,6.0,6,,specifications_return_ENTG
return,1,ENTG,core_ridge,expanding,2025-09-30,100.0,6,6,0,0,0,580c0de17c4f,False,117,6,1.5742388386340436,0.0593598500610601,6,,specifications_return_ENTG
return,1,ENTG,arx,expanding,2025-09-30,0,7,7,0,0,0,c5d188be54d6,False,117,7,2.738821541572129,7.0,7,,specifications_return_ENTG
return,1,ENTG,ridge_full,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,lasso_full,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,elastic_full,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,forest_full,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,boost_full,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag1,expanding,2025-09-30,intercept_only,10,10,0,0,0,3f159deb122a,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,distributed_lag3,expanding,2025-09-30,intercept_only,16,16,0,0,0,5c126f2089c6,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,ar1,expanding,2025-09-30,0,1,1,0,0,0,3d8797b64536,False,117,1,1.0,1.0,1,,specifications_return_ENTG
return,1,ENTG,core_ridge_financial_ext,expanding,2025-09-30,intercept_only,8,8,0,0,0,f02eb952d10a,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,core_ols_financial_ext,expanding,2025-09-30,0,8,8,1,0,0,f02eb952d10a,False,117,9,10.489270502655163,9.0,9,,specifications_return_ENTG
return,1,ENTG,A1_market,expanding,2025-09-30,intercept_only,14,12,0,2,0,406d5eb3e717,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A2_financial,expanding,2025-09-30,intercept_only,36,34,0,2,0,8b0f344105f8,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A3_valuation,expanding,2025-09-30,intercept_only,46,44,0,2,0,dfeeaf714ab1,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A4_momentum,expanding,2025-09-30,intercept_only,52,50,0,2,0,9f64289edc4d,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A5_risk,expanding,2025-09-30,intercept_only,62,60,0,2,0,705efbc9c255,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A6_industry,expanding,2025-09-30,intercept_only,66,64,0,2,0,c22a7e5d0e1c,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A7_business,expanding,2025-09-30,intercept_only,72,70,0,2,0,efc6e66b1e58,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A8_transform,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,A9_interaction,expanding,2025-09-30,intercept_only,82,80,0,2,0,b53b645789aa,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P1_financial,expanding,2025-09-30,intercept_only,22,22,0,0,0,4795f2cae77f,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P2_valuation,expanding,2025-09-30,intercept_only,32,32,0,0,0,ab1631682f56,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P3_transform,expanding,2025-09-30,intercept_only,40,40,0,0,0,f80d44d87eb7,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P4_market,expanding,2025-09-30,intercept_only,69,67,0,2,0,de563c315a02,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P5_industry,expanding,2025-09-30,intercept_only,74,72,0,2,0,daa9a3419559,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,P6_business,expanding,2025-09-30,intercept_only,80,78,0,2,0,11af746edb64,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_only,expanding,2025-09-30,intercept_only,22,22,0,0,0,4795f2cae77f,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,financial_valuation,expanding,2025-09-30,intercept_only,32,32,0,0,0,ab1631682f56,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_market,expanding,2025-09-30,intercept_only,63,63,0,0,0,d68716e23661,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_financial,expanding,2025-09-30,intercept_only,54,52,0,2,0,9053aebc06f3,True,117,0,,0.0,0,,specifications_return_ENTG
return,1,ENTG,without_valuation,expanding,2025-09-30,intercept_only,66,64,0,2,0,55483d1a2c31,True,117,0,,0.0,0,,specifications_return_ENTG
