ticker,date,model,parameter,validation_mse,order
MTRN,2025-12-31,elastic_full,"(0.01, 0.5)",0.03816554758521295,
MTRN,2025-12-31,elastic_full,"(0.01, 0.8)",0.027620426708134194,
MTRN,2025-12-31,elastic_full,"(0.1, 0.2)",0.012897185863147911,
MTRN,2025-12-31,elastic_full,"(0.1, 0.5)",0.011700623002838651,
MTRN,2025-12-31,elastic_full,"(0.1, 0.8)",0.011217672476893467,
MTRN,2025-12-31,elastic_full,"(1.0, 0.2)",0.011518595191940928,
MTRN,2025-12-31,elastic_full,"(1.0, 0.5)",0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(1.0, 0.8)",0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(10.0, 0.2)",0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(10.0, 0.5)",0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(10.0, 0.8)",0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(100.0, 0.2)",0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(100.0, 0.5)",0.011484784063061096,
MTRN,2025-12-31,elastic_full,"(100.0, 0.8)",0.011484784063061096,
MTRN,2025-12-31,forest_full,0,0.012266631328119495,
MTRN,2025-12-31,forest_full,1,0.011379642960372346,
MTRN,2025-12-31,boost_full,0,0.013082094549596251,
MTRN,2025-12-31,boost_full,1,0.013410669332963414,
MTRN,2025-12-31,distributed_lag1,0.01,0.010857021102204559,
MTRN,2025-12-31,distributed_lag1,0.1,0.010848542516286442,
MTRN,2025-12-31,distributed_lag1,1.0,0.010803223973720669,
MTRN,2025-12-31,distributed_lag1,10.0,0.010764359200209178,
MTRN,2025-12-31,distributed_lag1,100.0,0.01088299350987007,
MTRN,2025-12-31,distributed_lag3,0.01,0.01122626862614788,
MTRN,2025-12-31,distributed_lag3,0.1,0.011165342717409613,
MTRN,2025-12-31,distributed_lag3,1.0,0.010837991110446706,
MTRN,2025-12-31,distributed_lag3,10.0,0.010167998537348908,
MTRN,2025-12-31,distributed_lag3,100.0,0.01034482496539742,
MTRN,2025-12-31,ar1,0,0.011556776669421261,
MTRN,2025-12-31,A1_market,0.01,0.011421406772478252,
MTRN,2025-12-31,A1_market,0.1,0.011480293523423073,
MTRN,2025-12-31,A1_market,1.0,0.011778206039861391,
MTRN,2025-12-31,A1_market,10.0,0.012478305934126558,
MTRN,2025-12-31,A1_market,100.0,0.012165603340058796,
MTRN,2025-12-31,A2_financial,0.01,0.01130400931530228,
MTRN,2025-12-31,A2_financial,0.1,0.015683105550040054,
MTRN,2025-12-31,A2_financial,1.0,0.016218533772908432,
MTRN,2025-12-31,A2_financial,10.0,0.013552026025764205,
MTRN,2025-12-31,A2_financial,100.0,0.01198959435506524,
MTRN,2025-12-31,A3_valuation,0.01,0.07319153903253763,
MTRN,2025-12-31,A3_valuation,0.1,0.05271472122869499,
MTRN,2025-12-31,A3_valuation,1.0,0.02646855715360991,
MTRN,2025-12-31,A3_valuation,10.0,0.012289375833160901,
MTRN,2025-12-31,A3_valuation,100.0,0.010253150361570257,
MTRN,2025-12-31,A4_momentum,0.01,0.11238421563610031,
MTRN,2025-12-31,A4_momentum,0.1,0.10677741183105487,
MTRN,2025-12-31,A4_momentum,1.0,0.04707348647691142,
MTRN,2025-12-31,A4_momentum,10.0,0.014374345569139113,
MTRN,2025-12-31,A4_momentum,100.0,0.01014573804503296,
MTRN,2025-12-31,A5_risk,0.01,0.255206897930859,
MTRN,2025-12-31,A5_risk,0.1,0.19421845077449226,
MTRN,2025-12-31,A5_risk,1.0,0.06997579029847525,
MTRN,2025-12-31,A5_risk,10.0,0.018716636685780556,
MTRN,2025-12-31,A5_risk,100.0,0.011440070697703383,
MTRN,2025-12-31,A6_industry,0.01,0.2601431320584156,
MTRN,2025-12-31,A6_industry,0.1,0.18948889169073482,
MTRN,2025-12-31,A6_industry,1.0,0.06529774886470392,
MTRN,2025-12-31,A6_industry,10.0,0.018862593770146,
MTRN,2025-12-31,A6_industry,100.0,0.011408331808183597,
MTRN,2025-12-31,A7_business,0.01,0.2529134702185148,
MTRN,2025-12-31,A7_business,0.1,0.19502803511472142,
MTRN,2025-12-31,A7_business,1.0,0.07578843660185393,
MTRN,2025-12-31,A7_business,10.0,0.020678898295311766,
MTRN,2025-12-31,A7_business,100.0,0.011421715482274067,
MTRN,2025-12-31,A8_transform,0.01,0.3185772137088193,
MTRN,2025-12-31,A8_transform,0.1,0.2409607400993611,
MTRN,2025-12-31,A8_transform,1.0,0.07754116110412342,
MTRN,2025-12-31,A8_transform,10.0,0.019449795231376004,
MTRN,2025-12-31,A8_transform,100.0,0.011272227291577577,
MTRN,2025-12-31,A9_interaction,0.01,0.05284943476331403,
MTRN,2025-12-31,A9_interaction,0.1,0.09654849749939987,
MTRN,2025-12-31,A9_interaction,1.0,0.06531093673329362,
MTRN,2025-12-31,A9_interaction,10.0,0.019340096194023337,
MTRN,2025-12-31,A9_interaction,100.0,0.01116484011208971,
MTRN,2025-12-31,P1_financial,0.01,0.013219437011379407,
MTRN,2025-12-31,P1_financial,0.1,0.013519556472933902,
MTRN,2025-12-31,P1_financial,1.0,0.013374113592224846,
MTRN,2025-12-31,P1_financial,10.0,0.011692146333814943,
MTRN,2025-12-31,P1_financial,100.0,0.011310303299029281,
MTRN,2025-12-31,P2_valuation,0.01,0.09848321867417636,
MTRN,2025-12-31,P2_valuation,0.1,0.06376002268346172,
MTRN,2025-12-31,P2_valuation,1.0,0.03037965372238217,
MTRN,2025-12-31,P2_valuation,10.0,0.012146377241707156,
MTRN,2025-12-31,P2_valuation,100.0,0.009800038428868204,
MTRN,2025-12-31,P3_transform,0.01,0.1137731394650126,
MTRN,2025-12-31,P3_transform,0.1,0.07623621485330608,
MTRN,2025-12-31,P3_transform,1.0,0.037654150523507096,
MTRN,2025-12-31,P3_transform,10.0,0.011813339890287274,
MTRN,2025-12-31,P3_transform,100.0,0.009807517714120051,
MTRN,2025-12-31,P4_market,0.01,0.3182842104656742,
MTRN,2025-12-31,P4_market,0.1,0.2164934109305426,
MTRN,2025-12-31,P4_market,1.0,0.07107526298309462,
MTRN,2025-12-31,P4_market,10.0,0.01759339891538586,
MTRN,2025-12-31,P4_market,100.0,0.011602506232107105,
MTRN,2025-12-31,P5_industry,0.01,0.2932712077173036,
MTRN,2025-12-31,P5_industry,0.1,0.21707766046960097,
MTRN,2025-12-31,P5_industry,1.0,0.07185705691793316,
MTRN,2025-12-31,P5_industry,10.0,0.017921279014660316,
MTRN,2025-12-31,P5_industry,100.0,0.011161668904626788,
MTRN,2025-12-31,P6_business,0.01,0.3185772137088193,
MTRN,2025-12-31,P6_business,0.1,0.2409607400993611,
MTRN,2025-12-31,P6_business,1.0,0.07754116110412342,
MTRN,2025-12-31,P6_business,10.0,0.019449795231376004,
MTRN,2025-12-31,P6_business,100.0,0.011272227291577577,
MTRN,2025-12-31,financial_only,0.01,0.013219437011379407,
MTRN,2025-12-31,financial_only,0.1,0.013519556472933902,
MTRN,2025-12-31,financial_only,1.0,0.013374113592224846,
MTRN,2025-12-31,financial_only,10.0,0.011692146333814943,
MTRN,2025-12-31,financial_only,100.0,0.011310303299029281,
MTRN,2025-12-31,financial_valuation,0.01,0.09848321867417636,
MTRN,2025-12-31,financial_valuation,0.1,0.06376002268346172,
MTRN,2025-12-31,financial_valuation,1.0,0.03037965372238217,
MTRN,2025-12-31,financial_valuation,10.0,0.012146377241707156,
MTRN,2025-12-31,financial_valuation,100.0,0.009800038428868204,
MTRN,2025-12-31,without_market,0.01,0.35397506894772274,
MTRN,2025-12-31,without_market,0.1,0.20843263118533809,
MTRN,2025-12-31,without_market,1.0,0.06237062122497819,
MTRN,2025-12-31,without_market,10.0,0.015410821809940049,
MTRN,2025-12-31,without_market,100.0,0.010250751309288314,
MTRN,2025-12-31,without_financial,0.01,0.04020199764681911,
MTRN,2025-12-31,without_financial,0.1,0.0358089857817192,
MTRN,2025-12-31,without_financial,1.0,0.016694941189420328,
MTRN,2025-12-31,without_financial,10.0,0.013239415560772927,
MTRN,2025-12-31,without_financial,100.0,0.012757047529828279,
MTRN,2025-12-31,without_valuation,0.01,0.14071185638401998,
MTRN,2025-12-31,without_valuation,0.1,0.11423051860653527,
MTRN,2025-12-31,without_valuation,1.0,0.04865161920215378,
